GEOID,lat,lon,population,dist_to_existing_m,covered
39049010203,39.87965754529347,-82.83057487517492,3961,525.5052892251114,0
39049006991,40.12070319388703,-82.95791727408309,4369,1042.7776440188638,0
39049010401,40.135471798349016,-83.1583243710845,2388,5690.503399691265,0
39049008002,39.97030593277332,-83.2265803448814,3293,8204.613605481696,0
39049008165,39.95705112391716,-83.14519892579509,2064,216.01084456147962,0
39049006237,40.07526118446577,-83.12312809426498,6736,126.84322209944324,0
39049007958,40.03899428883239,-83.11232242535694,3378,1142.5929355037313,0
39049007960,39.991627689333406,-83.16125979780095,4575,658.1349823842498,0
39049009251,39.97996086532296,-82.88710065254253,1119,735.6323273292817,0
39049007963,40.05476867906805,-83.10661810278688,3824,1976.9126903581089,0
39049008382,39.9113622549704,-83.0862835488218,3384,1530.183935877273,0
39049008168,39.90900785993694,-83.13207187960587,3602,1344.0992748521298,0
39049007956,40.00954090785122,-83.13678121659325,4929,1866.4051319342564,0
39049006239,40.08174801732957,-83.14551884097894,6294,420.7859222195721,0
39049010502,40.10663167759449,-83.14392828490148,3236,2020.1041660649098,0
39049009404,39.848904047304224,-82.8151106953697,3140,1672.7387991368726,0
39049010204,39.89918626609976,-82.81352770726446,6587,1334.5656656151705,0
39049009395,39.97160841531229,-82.82868072274361,4615,922.0352627513711,0
39049009802,39.85098288842329,-83.20169918782398,3657,11319.487519300532,0
39049010900,40.07090670723914,-82.87571160460233,4945,2109.694014769754,0
39049007102,40.10547244763484,-82.8943878339959,3148,3535.472818289346,0
39049007306,40.04427580493529,-82.83499250201925,4247,3271.5592975321815,0
39049007303,40.01009905480021,-82.81170914249702,6738,3829.8217005272345,0
39049001302,39.999026985472106,-83.00399119237503,2385,313.58945666326736,0
39049009396,39.937876534883955,-82.83958660203017,3206,690.7247914550342,0
39049009391,39.92477911791674,-82.82061555038396,5059,870.9303291694719,0
39049001301,39.99769884357862,-82.99872598228167,2987,252.80945078881072,0
39049004002,39.9573881209701,-82.99843824471543,2893,77.79421478641487,0
39049007301,39.99099326355522,-82.80182171093246,6812,981.8328829030155,0
39049010201,39.8851853221148,-82.85130141792537,3899,2870.198365019333,0
39049010402,40.119519185531765,-83.16170334899343,5660,4740.759543112883,0
39049007553,40.0264355241596,-82.91668543927773,6480,649.1399983744242,0
39049008170,39.92994969164535,-83.19720022911919,5796,5826.357350676651,0
39049008166,39.96011390910853,-83.17384585616288,5165,3050.366323976692,0
39049008167,39.9044095882502,-83.16177324112668,3266,2538.4959357597895,0
39049007305,40.04198754698762,-82.85831599744493,5149,690.1212107760388,0
39049009801,39.866486096127936,-83.16077911933571,3503,7301.008062819782,0
39049007962,40.04267927417874,-83.16426783039951,5814,1981.7207731666922,0
39049009753,39.82411188567003,-83.04974484498536,5709,7654.027308216448,0
39049009401,39.89757191543546,-82.91135825380104,5096,1993.8819840462927,0
39049009498,39.90782287341199,-82.89702636035246,3858,1242.7548531529187,0
39049004301,39.9790884406743,-83.06109112523174,2821,587.330159466527,0
39049004001,39.95937254111511,-82.98655766013938,1443,131.5025027688592,0
39049009252,39.982824111018225,-82.85412747891647,3035,996.4799320998269,0
39049009393,39.94479005536075,-82.9030849065622,3819,226.42610944194087,0
39049007552,40.02824751240469,-82.92768867889161,4748,626.1336627450592,0
39049004302,39.9631236384549,-83.0388452280304,1969,69.73494781374833,0
39049006238,40.0950321585554,-83.12357747877142,1838,504.720511931076,0
39049005002,39.953482620647456,-83.03354912064192,4028,168.3195250422154,0
39049006302,40.09296964753397,-83.10000856073461,4980,902.7771866261447,0
39049006301,40.081663293669926,-83.10619144916514,2678,1550.6103426830578,0
39049007957,40.022649427146554,-83.11023479576451,5620,658.5369832608181,0
39049009756,39.88198788281345,-83.05785457869844,2645,497.1181121932813,0
39049005001,39.95490976095206,-83.0220232521292,1717,21.195969102006444,0
39049009755,39.86983646791016,-83.04446258414356,7639,1079.6895064745697,1
39049007964,40.05474958675321,-83.120243776534,6163,1642.8715748054767,0
39049008381,39.91031758470762,-83.06062557647088,4321,858.0380569881831,0
39049007955,40.020571258056506,-83.15230045265744,2668,725.1816786626189,0
39049007959,39.99075710252001,-83.17211308358037,2121,1848.1258392654265,0
39049007965,39.99444692758078,-83.1326858891593,3652,1748.4543346367473,0
39049007966,39.98981599370584,-83.15098664055101,5619,202.66984441376408,0
39049008001,40.00969922787497,-83.216332637155,3515,6384.202297293544,0
39049008172,39.97370405864001,-83.13911737654924,6419,1197.9664455706386,0
39049008169,39.92544625103599,-83.15279341177492,4477,961.403279119994,0
39049006397,40.11369479036058,-83.07544113582345,6589,857.2710341951877,0
39049006398,40.12524557467891,-83.10240030573178,3665,1422.041240297227,0
39049006240,40.081354552883795,-83.19012863052302,4892,5211.608401841662,0
39049009757,39.8950862300475,-83.06292319191826,4302,1769.6367495804318,0
39049010501,40.11698995622908,-83.14274289864423,4998,3261.768154923724,0
39049009495,39.86805423650119,-82.90886409407116,5548,1952.9710064621238,0
39049007010,40.12290464204642,-82.93705402645503,4298,701.6685013040577,0
39049002600,39.98938959309346,-82.92449313275779,4796,660.2783753136392,0
39049002710,39.97996669263494,-82.91936044986038,2422,105.72907141688782,0
39049002730,39.97077824088061,-82.91021973745941,2451,230.9408812628697,0
39049002750,39.962931469312466,-82.90826889529843,2723,666.1918590590972,0
39049002770,39.95164602088697,-82.91023609716405,2216,552.0726560607067,0
39049002780,39.943810431060605,-82.92855500179182,2483,537.312616483742,0
39049002900,39.97565969374901,-82.97566119245127,3323,533.6653484165633,0
39049006943,40.09415981952676,-82.97931183430279,4580,438.9227335206787,0
39049006944,40.10121394271674,-82.96272682656007,4725,32.22842401243324,0
39049006945,40.09243733883799,-82.95805069565941,6399,838.4160672268154,0
39049007020,40.12440154032778,-82.91798078705526,6518,1389.4628932368164,0
39049007112,40.072549990450725,-82.94289766049528,6994,992.8743964273492,0
39049003000,39.97029593950198,-82.99485894153827,3670,274.5042849028044,0
39049003200,39.971786318115726,-83.01568443050351,3052,473.07185671751597,0
39049003600,39.96852678443098,-82.97661475666985,2050,126.36351962396499,0
39049003700,39.962625670218756,-82.95436532650479,3144,347.2668549677483,0
39049003800,39.96286362519356,-82.97390663526487,2367,338.8248339457111,0
39049004200,39.95877940152064,-83.01238476618605,779,328.3301122660181,0
39049007114,40.100803887688464,-82.93777746286221,5234,1324.693809835671,0
39049007115,40.08698005619976,-82.94008442284238,5457,545.1629964620363,0
39049007120,40.08988260746458,-82.9190377391542,4927,1740.2837585636196,0
39049007193,40.11796585082574,-82.90198558457156,6532,2848.0366838470336,0
39049009230,39.96380195940582,-82.89001153748633,5418,1152.7254192266164,0
39049009240,39.96925937908076,-82.88070410165922,2137,563.2462157024042,0
39049009250,39.95810354702747,-82.88137817383874,2426,357.9038497032794,0
39049004500,39.958826635151134,-83.06601001869781,4835,495.97354286935933,0
39049004610,39.948860528299754,-83.08423570754006,3585,801.0593902919637,0
39049004700,39.95018453996416,-83.063649017117,5871,683.1585955168044,0
39049009311,39.949569010372414,-82.86275515857595,2657,788.4419452457682,0
39049009312,39.93975074335604,-82.85801817741816,3227,741.9774952430788,0
39049009321,39.94904207182173,-82.89086670213756,3103,498.85921074418843,0
39049009322,39.94398580491231,-82.87472953113537,3661,236.3014739657091,0
39049005100,39.94162547821586,-83.02079764058226,2397,1133.6507862564688,0
